客户询问,模型预测标准问Top1,模型预测标准问Top5,top1_Preds,知识库标准问,Top1是否预测正确,Top5是否包含正确标准问
交易密码和账户密码一样吗,忘记交易密码怎么办？,"['忘记交易密码怎么办？', '如何修改账户交易密码？', '如何修改交易密码', '深圳证券交易所证券代码编制原则是什么？', '手机账户密码忘记了怎么办']",0.999797761,如何修改账户交易密码？,0,1
我想改我的账户交易密码,如何修改账户交易密码？,"['如何修改账户交易密码？', '忘记交易密码怎么办？', '深圳证券交易所证券代码编制原则是什么？', '如何修改交易密码', '手机账户密码忘记了怎么办']",0.999753773,如何修改账户交易密码？,1,1
深圳大宗交易的成交确认时间是多少？,深圳大宗交易的成交确认时间？,"['深圳大宗交易的成交确认时间？', '深圳市场大宗交易的条件？', '深交所对竞价交易临时停牌有何规定？', '申报深市股票委托时，提示：证券账户无效，该如何处理？', '深交所上市债券实行全价交易有哪些？']",0.998604357,深圳大宗交易的成交确认时间？,1,1
新三板股价变动的单位是如何规定的,新三板股价变动单位？,"['新三板股价变动单位？', '新三板协议转让有哪些成交情况？', '新三板转让方式有哪些？', '新三板股票协议转让的申报类型？', '新三板的投资者有哪些？']",0.999802411,新三板股价变动单位？,1,1
我想参与深市的大宗交易，可以吗,深圳市场大宗交易的条件？,"['深圳市场大宗交易的条件？', '深圳大宗交易的成交确认时间？', '深交所上市债券实行净价交易有哪些？', '深交所上市债券实行全价交易有哪些？', '申报深市股票委托时，提示：证券账户无效，该如何处理？']",0.997738123,深圳市场大宗交易的条件？,1,1
深港通开户要什么条件,A股和港股的显示颜色有什么区别？,"['A股和港股的显示颜色有什么区别？', '深港通股票为A+H股的，A股停牌与H股停牌是否同步？', '深市港股通开通条件', '深市港股通有哪些特别风险？', '深港通跟沪港通的额度能共用吗？']",0.999099851,深市港股通开通条件,0,1
今天银转证为何转不了,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因', '为何账户有资金无法转出？']",0.998762965,证券转银行为什么转不了？,1,1
证券转银行，怎么不行？,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因', '为何账户有资金无法转出？']",0.999417901,证券转银行为什么转不了？,1,1
资金为什么转不出来,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', '证券转银行为什么转不了？', '转账失败的原因？', '外币证券转银行限额']",0.99425596,为何账户有资金无法转出？,1,1
请问能告诉我通过电话委托查询新股申购配号的步骤吗?,如何通过电话委托查询新股申购配号？,"['如何通过电话委托查询新股申购配号？', '信用账户交易允许市价委托吗？', '网上委托权限如何取消？', '申报深市股票委托时，提示：证券账户无效，该如何处理？', '信用账户如何操作配售？']",0.740627766,如何通过电话委托查询新股申购配号？,1,1
怎么找回客户编号,客户编号忘记了如何找回？,"['客户编号忘记了如何找回？', '同一个账号允许在不同的手机上同时登录吗？', 'B股实行T+0回转交易吗？', '信用账户可以参与逆回购吗？', '上交所逆回购的起点金额？']",0.997562289,客户编号忘记了如何找回？,1,1
转入资金可以当天买股票吗？,当日卖出股票后可以转出资金吗？,"['当日卖出股票后可以转出资金吗？', 'A股自助开户时转账失败，如何处理？', '证券转银行为什么转不了？', '上交所可转债债转股能撤单吗？', '外币证券转银行限额']",0.998467863,当日卖出股票后可以转出资金吗？,1,1
金融终端版分时图下面的成交量，只是显示一种颜色吗？,如何修改金融终端K线图的副图指标参数？,"['如何修改金融终端K线图的副图指标参数？', '如何修改金融终端个股分时图下方的成交量柱状线的颜色？', '如何调整融资融券授信额度？', '如何修改成本价数值？', '深圳大宗交易的成交确认时间？']",0.999161005,如何修改金融终端个股分时图下方的成交量柱状线的颜色？,0,1
信用账户销户有什么要求？,如何注销信用账户？,"['如何注销信用账户？', '如何注销证券账户？', 'A股账户销户有哪些注意事项？', '信用证券账户卡遗失应如何处理？', '信用账户销户条件？']",0.998051167,信用账户销户条件？,0,1
股票交易手续费是,如何收取股票交易佣金？,"['如何收取股票交易佣金？', '股票交易费用', 'A股开户是否收费？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '多少资金能达到多少的佣金？']",0.995618105,股票交易费用,0,1
为什么我的帐户不能转帐到银行,外币证券转银行限额,"['外币证券转银行限额', '证券转银行为什么转不了？', 'A股自助开户时转账失败，如何处理？', 'A股账户如何转户？', '为何账户有资金无法转出？']",0.998766303,证券转银行为什么转不了？,0,1
深市港股通和泸市港股通相比究竟有何差异？,深市港股通有哪些特别风险？,"['深市港股通有哪些特别风险？', '深市港股通开通条件', '深港通标的股票范围？', '深港通和沪港通的交易日区别？', '深市港股通权限如何取消？']",0.999599516,深港通和沪港通的交易日区别？,0,1
怎样调整股票交易佣金,如何收取股票交易佣金？,"['如何收取股票交易佣金？', '如何调整佣金费率？', '多少资金能达到多少的佣金？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '如何查询佣金费率？']",0.999000013,如何调整佣金费率？,0,1
开通信用账户，需要什么条件？,如何注销信用账户？,"['如何注销信用账户？', '信用账户销户条件？', '信用账户可以操作要约收购吗？', '信用账户开通条件', '信用证券账户卡遗失应如何处理？']",0.995031834,信用账户开通条件,0,1
今天手机开户，想要设置三方存管银行，怎么做,如何注销三方存管账户？,"['如何注销三方存管账户？', '信用账户三方存管的银行有哪些？', '如何更换同一银行的三方存管银行卡？', '自助开户后如何补办三方存管？', '同一个账号允许在不同的手机上同时登录吗？']",0.997405231,自助开户后如何补办三方存管？,0,1
全国股份转让系统挂牌股份申报有哪些类型？,上交所可转债债转股能撤单吗？,"['上交所可转债债转股能撤单吗？', '如何转让中小企业私募债券？', '当日卖出股票后可以转出资金吗？', '深交所转股申报当日如何撤销？', 'A股自助开户时转账失败，如何处理？']",0.995359957,新三板股票协议转让的申报类型？,0,0
第三方存管变更，仍然是建行，但是，换另一张卡，怎么弄,如何更换同一银行的三方存管银行卡？,"['如何更换同一银行的三方存管银行卡？', '信用账户三方存管的银行有哪些？', '如何注销三方存管账户？', '自助开户后如何补办三方存管？', '新三板股价变动单位？']",0.999025702,如何更换同一银行的三方存管银行卡？,1,1
您好，第三方存管银行如何修改,如何更换同一银行的三方存管银行卡？,"['如何更换同一银行的三方存管银行卡？', '信用账户三方存管的银行有哪些？', '如何注销三方存管账户？', '自助开户后如何补办三方存管？', '新三板协议转让有哪些成交情况？']",0.999361932,如何更换同一银行的三方存管银行卡？,1,1
当天开户可以办理三方存管补办？,自助开户后如何补办三方存管？,"['自助开户后如何补办三方存管？', '如何注销三方存管账户？', '信用账户三方存管的银行有哪些？', '如何更换同一银行的三方存管银行卡？', '新三板可以做融资融券交易吗？']",0.998625875,自助开户后如何补办三方存管？,1,1
股票当天卖出后资金能转出吗,当日卖出股票后可以转出资金吗？,"['当日卖出股票后可以转出资金吗？', '为何账户有资金无法转出？', 'A股自助开户时转账失败，如何处理？', 'A股账户如何转户？', '信用账户资金无法转出的原因']",0.998529196,当日卖出股票后可以转出资金吗？,1,1
深交所配股认购的名称的编制原则是什么？,深交所配股认购名称的编制原则？,"['深交所配股认购名称的编制原则？', '新股申购的配号规则？', '申购新股后为何查询不到配号？', '信用账户如何操作配股？', '深圳市场的新股配号为何有小数点？']",0.999672294,深交所配股认购名称的编制原则？,1,1
收盘后资金转不出来吗,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', '当日卖出股票后可以转出资金吗？', 'A股自助开户时转账失败，如何处理？', '证券转银行为什么转不了？']",0.991038203,为何账户有资金无法转出？,1,1
我忘了账号怎么办？,手机账号忘记了怎么办,"['手机账号忘记了怎么办', '手机账户密码忘记了怎么办', 'A股账户销户需由本人亲自办理吗？', '同一个账号允许在不同的手机上同时登录吗？', '如何注销证券账户？']",0.997839332,手机账号忘记了怎么办,1,1
忘了登录账号,手机账号忘记了怎么办,"['手机账号忘记了怎么办', '同一个账号允许在不同的手机上同时登录吗？', '手机账户密码忘记了怎么办', '信用账户对应银行的券商代码？', '如何查询证券账号？']",0.988404512,手机账号忘记了怎么办,1,1
我买的基金算不算在市值里面？,申购基金时发行总数显示为0的原因,"['申购基金时发行总数显示为0的原因', '申报深市股票委托时，提示：证券账户无效，该如何处理？', '网上开户佣金是多少？', '信用账户交易允许市价委托吗？', '深交所上市债券实行全价交易有哪些？']",0.995968938,新股申购的市值计算范围？,0,0
取消深市港股通权限，该怎么做？,深市港股通权限如何取消？,"['深市港股通权限如何取消？', '深市港股通有哪些特别风险？', '深港通标的股票范围？', '深市港股通开通条件', 'A股和港股通退市制度的区别']",0.999763429,深市港股通权限如何取消？,1,1
融资融券授信额度可以通过什么方式调整？,如何调整融资融券授信额度？,"['如何调整融资融券授信额度？', '如何修改金融终端K线图的副图指标参数？', '如何修改金融终端个股分时图下方的成交量柱状线的颜色？', '信用账户可以购买非标的证券吗？', '信用证券账户卡遗失应如何处理？']",0.99960345,如何调整融资融券授信额度？,1,1
忘记帐号,手机账号忘记了怎么办,"['手机账号忘记了怎么办', '客户编号忘记了如何找回？', '同一个账号允许在不同的手机上同时登录吗？', '手机账户密码忘记了怎么办', '信用账户对应银行的券商代码？']",0.986086726,手机账号忘记了怎么办,1,1
港股通和泸市港股通的交易日有什么不同啊？,深市港股通有哪些特别风险？,"['深市港股通有哪些特别风险？', '深市港股通开通条件', '深港通和沪港通的交易日区别？', '深市港股通权限如何取消？', '深港通标的股票范围？']",0.999530673,深港通和沪港通的交易日区别？,0,1
你好请问我为什么不能开通深圳A股,如何开户？,"['如何开户？', '深圳市场大宗交易的条件？', '深交所上市债券实行全价交易有哪些？', '深交所上市债券实行净价交易有哪些？', '深市港股通有哪些特别风险？']",0.68540895,如何开户？,1,1
我该如何修改成本价格,如何修改成本价数值？,"['如何修改成本价数值？', '深交所上市债券实行全价交易有哪些？', '深交所上市债券实行净价交易有哪些？', '上交所股票期权行权价格间距如何设置？', '深交所对竞价交易临时停牌有何规定？']",0.999357522,如何修改成本价数值？,1,1
我怎么开不了上海A股呀,如何开户？,"['如何开户？', '上海B股需要指定交易吗？', 'A股为什么要实行T+1股票交易制度？', '信用账户可以网上开通吗？', '如何才可以买股票？']",0.909540176,如何开户？,1,1
证券账户怎么开户,如何注销证券账户？,"['如何注销证券账户？', '信用证券账户卡遗失应如何处理？', '如何注销信用账户？', '信用账户可以购买非标的证券吗？', '如何查询证券账号？']",0.995580494,如何查询证券账号？,0,1
现在网上开户佣金是多少,网上开户佣金是多少？,"['网上开户佣金是多少？', '如何查询佣金费率？', '如何调整佣金费率？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '多少资金能达到多少的佣金？']",0.999864578,网上开户佣金是多少？,1,1
我的资金为何不可取,为什么资金可用不可取？,"['为什么资金可用不可取？', '为何账户有资金无法转出？', '如何调整融资融券授信额度？', '信用账户资金无法转出的原因', '如何注销证券账户？']",0.93499136,为什么资金可用不可取？,1,1
证券转银行资金转出失败,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因']",0.990044236,证券转银行为什么转不了？,0,1
资金转不出？,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', '转账失败的原因？', '证券转银行为什么转不了？', '银证转账的时间？']",0.990966737,为何账户有资金无法转出？,1,1
三板交易权限怎么取消？,三板交易权限如何取消？,"['三板交易权限如何取消？', '新三板与地方产权交易市场的区别？', '新三板权限开通流程？', '新三板企业的限售期？', '新三板可以做融资融券交易吗？']",0.999460518,三板交易权限如何取消？,1,1
忘了登录编号,客户编号忘记了如何找回？,"['客户编号忘记了如何找回？', '手机账号忘记了怎么办', '同一个账号允许在不同的手机上同时登录吗？', '手机账户密码忘记了怎么办', '深圳证券交易所证券代码编制原则是什么？']",0.989409566,手机账号忘记了怎么办,0,1
我要怎么执行我的投票权呢，我的是信用账户持有的股票,网上委托权限如何取消？,"['网上委托权限如何取消？', '上交所股票期权行权价格间距如何设置？', '创业板权限开通的办理时间', '三板交易权限如何取消？', '开通创业板权限对账户有什么要求？']",0.996358931,信用账户持有的股票如何行使投票权？,0,0
要开通创业板,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '创业板权限开通的办理时间', '信用账户与普通账户的创业板权限需单独开立吗？']",0.993015051,创业板如何开通,1,1
创业板权限开通的办理时间,创业板如何开通,"['创业板如何开通', '创业板权限开通的办理时间', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？']",0.965701997,创业板权限开通的办理时间,0,1
资金密码遗忘,忘记资金密码怎么办？,"['忘记资金密码怎么办？', '如何修改账户资金密码？', '手机账户密码忘记了怎么办', '如何修改交易密码', '忘记交易密码怎么办？']",0.999845386,忘记资金密码怎么办？,1,1
额度共用在深市港股通和泸市港股通那里好使吗？,深港通跟沪港通的额度能共用吗？,"['深港通跟沪港通的额度能共用吗？', 'A股和港股通退市制度的区别', '深市港股通开通条件', '深港通标的股票范围？', '深港通和沪港通的交易日区别？']",0.999450266,深港通跟沪港通的额度能共用吗？,1,1
为什么我银行转证券转不了,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因', '为何账户有资金无法转出？']",0.999372542,证券转银行为什么转不了？,1,1
资金密码，和账户登录密码一致吗,手机账户密码忘记了怎么办,"['手机账户密码忘记了怎么办', '如何修改账户资金密码？', '忘记资金密码怎么办？', '如何重置信用账户密码？', '如何修改账户交易密码？']",0.999872446,如何修改账户资金密码？,0,1
已经有个账户还可以在开个么,如何开户？,"['如何开户？', '信用账户可以买入现金类产品吗？', '信用账户可以购买非标的证券吗？', '信用账户可以参与逆回购吗？', '信用账户可以交易哪些股票？']",0.960596085,如何开户？,1,1
登录那个编号？,客户编号忘记了如何找回？,"['客户编号忘记了如何找回？', '同一个账号允许在不同的手机上同时登录吗？', '手机账号忘记了怎么办', '信用账户如何操作配售？', '信用账户如何操作配股？']",0.988500237,如何开户？,0,0
你好，今天试了两次银证转账，都失败了，什么原因,转账失败的原因？,"['转账失败的原因？', '证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', 'A股自助开户时转账失败，如何处理？']",0.997883141,转账失败的原因？,1,1
如何开通创业板？,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '创业板权限开通的办理时间', '信用账户与普通账户的创业板权限需单独开立吗？']",0.996633232,创业板如何开通,1,1
三方存管是农行卡想，换另一张农行卡，如何操作？,如何更换同一银行的三方存管银行卡？,"['如何更换同一银行的三方存管银行卡？', '自助开户后如何补办三方存管？', '信用账户三方存管的银行有哪些？', '如何注销三方存管账户？', '新三板可以做融资融券交易吗？']",0.998842061,如何更换同一银行的三方存管银行卡？,1,1
当日卖出的股票产生的现金可以当日转出吗,当日卖出股票后可以转出资金吗？,"['当日卖出股票后可以转出资金吗？', '股票可以当天买入当天卖出吗？', '如何才可以买股票？', '如何收取股票交易佣金？', '退市股票可以交易吗？']",0.940613568,当日卖出股票后可以转出资金吗？,1,1
请问如何开通上海A股,如何开户？,"['如何开户？', 'A股自助开户时转账失败，如何处理？', '自助开户后如何补办三方存管？', '信用账户持有的股票如何行使投票权？', '信用账户开立后何时生效？']",0.975405574,如何开户？,1,1
信用账户网上开通是否可以？,信用账户可以网上开通吗？,"['信用账户可以网上开通吗？', '信用证券账户卡遗失应如何处理？', '信用账户可以买入现金类产品吗？', '信用账户可以购买非标的证券吗？', '信用账户可以操作要约收购吗？']",0.997423172,信用账户可以网上开通吗？,1,1
网上开户交开户费吗,网上开户佣金是多少？,"['网上开户佣金是多少？', 'A股开户是否收费？', '网上委托权限如何取消？', '如何查询佣金费率？', '信用账户的担保品买卖佣金费率与普通账户一致吗？']",0.999050677,网上开户佣金是多少？,1,1
网下申购获配的新股所得股份有锁定期吗,网下申购新股所得的股份有锁定期吗？,"['网下申购新股所得的股份有锁定期吗？', '申购新股后为何查询不到配号？', '新股申购的配号规则？', '新股中签后股份何时上市？', '深圳市场的新股配号为何有小数点？']",0.999544322,网下申购新股所得的股份有锁定期吗？,1,1
我这个账户可以开通创业板吗？,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '信用账户与普通账户的创业板权限需单独开立吗？', '创业板权限首次开通？', '创业板权限开通的办理时间']",0.974746406,创业板如何开通,1,1
有什么方法转让中小企业私募债券？,如何转让中小企业私募债券？,"['如何转让中小企业私募债券？', '新三板转让方式有哪些？', '新三板协议转让有哪些成交情况？', '新三板做市转让的申报规则？', '上交所可转债债转股能撤单吗？']",0.999065578,如何转让中小企业私募债券？,1,1
忘记资金密码如何找回,如何修改交易密码,"['如何修改交易密码', '忘记资金密码怎么办？', '如何修改账户资金密码？', '如何修改账户交易密码？', '忘记交易密码怎么办？']",0.999750316,忘记资金密码怎么办？,0,1
你好，我的资金怎么转不进来,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', '证券转银行为什么转不了？', '当日卖出股票后可以转出资金吗？', '转账失败的原因？']",0.992939949,为何账户有资金无法转出？,1,1
我去重置密码的时候提示我身份证信息已过期，可以网上更新吗？,忘记资金密码怎么办？,"['忘记资金密码怎么办？', '如何修改账户资金密码？', '忘记交易密码怎么办？', '手机账户密码忘记了怎么办', '如何重置信用账户密码？']",0.999769509,身份证过期如何办理？,0,0
这个创业板可以开吗？,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？', '创业板权限转签如何操作？']",0.939909101,创业板如何开通,1,1
第三方银行存管业务转账时间,新三板协议转让有哪些成交情况？,"['新三板协议转让有哪些成交情况？', '银证转账的时间？', '新三板股票协议转让的申报类型？', '信用账户三方存管的银行有哪些？', '新三板转让方式有哪些？']",0.997918665,银证转账的时间？,0,1
如何才能买股票,如何才可以买股票？,"['如何才可以买股票？', '如何交易股票？', 'A股自助开户时转账失败，如何处理？', 'ST股票为何无法买入？', '股票可以当天买入当天卖出吗？']",0.984458148,如何才可以买股票？,1,1
就是已经中签的新股可以撤单吗,如何修改接收新股中签提醒短信的手机号码？,"['如何修改接收新股中签提醒短信的手机号码？', '新股中签扣款时对金快线有什么影响？', '新股中签扣款时对现金增利有什么影响？', '信用账户新股中签缴款占用了自有资金会影响维持担保比例吗？', '新股中签如何缴款？']",0.999018908,新股申购可以撤单吗？,0,0
你好，我的钱咋转不出来,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', 'A股自助开户时转账失败，如何处理？', '当日卖出股票后可以转出资金吗？', 'A股账户如何转户？']",0.992913544,为何账户有资金无法转出？,1,1
我能用信用账户做要约收购吗,信用账户可以操作要约收购吗？,"['信用账户可以操作要约收购吗？', '新股申购有数量要求吗？', '信用账户可以参与逆回购吗？', '信用账户可以购买非标的证券吗？', '信用账户开立后何时生效？']",0.998921394,信用账户可以操作要约收购吗？,1,1
开通创业板要去哪？,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限首次开通？', '创业板权限开通的办理时间', '信用账户与普通账户的创业板权限需单独开立吗？']",0.989691556,创业板如何开通,1,1
银行卡转入账户失败,信用账户资金无法转出的原因,"['信用账户资金无法转出的原因', '证券转银行为什么转不了？', '转账失败的原因？', '外币证券转银行限额', '为何账户有资金无法转出？']",0.998241186,证券转银行为什么转不了？,0,1
st股问什么无法买入,ST股票为何无法买入？,"['ST股票为何无法买入？', '如何才可以买股票？', '股票可以当天买入当天卖出吗？', '当日卖出股票后可以转出资金吗？', '信用账户可以购买ST股票吗？']",0.9626531,ST股票为何无法买入？,1,1
如何开通创业吧,创业板如何开通,"['创业板如何开通', '如何开户？', '自助开户后如何补办三方存管？', '信用账户开立后何时生效？', '开通创业板权限对账户有什么要求？']",0.91370362,创业板如何开通,1,1
请问你们有没有个股期权交易的呢？,上交所股票期权行权价格间距如何设置？,"['上交所股票期权行权价格间距如何设置？', '网上委托权限如何取消？', '深市港股通权限如何取消？', '创业板权限转签如何操作？', '新三板与地方产权交易市场的区别？']",0.996136487,如何交易股票？,0,0
B股委托报价的方式是什么？,B股的委托申报方式？,"['B股的委托申报方式？', '上海B股需要指定交易吗？', 'B股实行T+0回转交易吗？', '网下打新申报价格有什么规定？', '深交所对竞价交易临时停牌有何规定？']",0.999983311,B股的委托申报方式？,1,1
我已经开户了,如何开户？,"['如何开户？', '自助开户后如何补办三方存管？', '信用账户开立后何时生效？', '信用账户开通条件', '信用证券账户卡遗失应如何处理？']",0.955365717,如何开户？,1,1
怎么更改银行卡,如何更换银行卡？,"['如何更换银行卡？', '如何绑定多张银行卡？', '如何更换同一银行的三方存管银行卡？', '信用证券账户卡遗失应如何处理？', '信用账户对应银行的券商代码？']",0.997546852,如何更换银行卡？,1,1
为何帐户有资金无法转出?,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '信用账户资金无法转出的原因', 'A股账户如何转户？', 'A股自助开户时转账失败，如何处理？', '证券转银行为什么转不了？']",0.999519348,为何账户有资金无法转出？,1,1
请问要取消第三方存管一定要去证券营业厅吗,如何更换同一银行的三方存管银行卡？,"['如何更换同一银行的三方存管银行卡？', '如何注销三方存管账户？', '自助开户后如何补办三方存管？', '信用账户三方存管的银行有哪些？', '新三板挂牌费用如何支付？']",0.999047339,如何注销三方存管账户？,0,1
开户还要收钱,信用账户可以操作要约收购吗？,"['信用账户可以操作要约收购吗？', '信用账户开立后何时生效？', '网上开户佣金是多少？', '如何开户？', 'A股自助开户时转账失败，如何处理？']",0.992451489,如何开户？,0,1
股票手续费怎么收的,如何收取股票交易佣金？,"['如何收取股票交易佣金？', 'A股开户是否收费？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '股票交易费用', '多少资金能达到多少的佣金？']",0.995217085,如何收取股票交易佣金？,1,1
深圳证券交易所证券代码是根据什么编制的？,深圳证券交易所证券代码编制原则是什么？,"['深圳证券交易所证券代码编制原则是什么？', '深市A股的增发代码是什么？', '信用账户对应银行的券商代码？', '如何修改账户交易密码？', '忘记交易密码怎么办？']",0.999953628,深圳证券交易所证券代码编制原则是什么？,1,1
为什么不能转银行？,证券转银行为什么转不了？,"['证券转银行为什么转不了？', '外币证券转银行限额', '银证转账的时间？', '信用账户资金无法转出的原因', '当日卖出股票后可以转出资金吗？']",0.99793458,证券转银行为什么转不了？,1,1
现金类的产品可以用信用账户买入吗,信用账户可以买入现金类产品吗？,"['信用账户可以买入现金类产品吗？', '信用账户可以购买非标的证券吗？', '信用账户可以参与逆回购吗？', '信用账户可以网上开通吗？', '信用账户可以操作要约收购吗？']",0.998801947,信用账户可以买入现金类产品吗？,1,1
我的手续费多少,多少资金能达到多少的佣金？,"['多少资金能达到多少的佣金？', '信用账户的担保品买卖佣金费率与普通账户一致吗？', '如何收取股票交易佣金？', '如何调整佣金费率？', 'A股开户是否收费？']",0.992554963,多少资金能达到多少的佣金？,1,1
我想开通购买创业板股票的权限   不知道在吗办理,创业板如何开通,"['创业板如何开通', '开通创业板权限对账户有什么要求？', '创业板权限开通的办理时间', '创业板权限首次开通？', '信用账户与普通账户的创业板权限需单独开立吗？']",0.986025631,创业板权限开通的办理时间,0,1
您好，我刚刚卖了股票，想把钱转到银行卡，怎么转不了,当日卖出股票后可以转出资金吗？,"['当日卖出股票后可以转出资金吗？', '为何账户有资金无法转出？', '股票可以当天买入当天卖出吗？', '如何才可以买股票？', '如何交易股票？']",0.804416955,当日卖出股票后可以转出资金吗？,1,1
为什么我资金转不了银行,为何账户有资金无法转出？,"['为何账户有资金无法转出？', '证券转银行为什么转不了？', '外币证券转银行限额', '信用账户资金无法转出的原因', '当日卖出股票后可以转出资金吗？']",0.988393366,证券转银行为什么转不了？,0,1
股票今天卖了，钱什么可以用,股票可以当天买入当天卖出吗？,"['股票可以当天买入当天卖出吗？', '如何才可以买股票？', '当日卖出股票后可以转出资金吗？', '退市股票可以交易吗？', '如何交易股票？']",0.949973822,股票可以当天买入当天卖出吗？,1,1
